,datasetId,dsName,sumFormula,adduct,type
47202,2018-02-19_19h43m14s,70%meoh_8cyc_75um,C57H92O23,+Na,on
47212,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C10H12O3,-H,on
47213,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C11H16O2,-H,on
47214,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C10H14O3,-H,on
47215,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C10H8S,-H,on
47220,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C3H9O6P,-H,on
47221,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C9H14O3,-H,on
47223,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C11H10O2,-H,off
47224,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C10H10O3,-H,off
47225,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C6H8O6,-H,on
47226,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H18O,-H,on
47227,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C11H16O3,-H,on
47228,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H20O2,-H,on
47229,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C10H16O4,-H,on
47230,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C11H20O3,-H,on
47231,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C15H26,-H,on
47234,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C10H18O4,-H,on
47235,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H16O3,-H,on
47236,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C13H20O2,-H,on
47237,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H18O3,-H,on
47238,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C14H26O,-H,on
47240,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C5H14NO6P,-H,on
47242,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H20O3,-H,on
47243,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C11H20O4,-H,on
47244,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H10O4,-H,off
47245,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C14H18O2,-H,on
47246,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C14H20O2,-H,on
47247,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C14H22O2,-H,on
47248,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C13H18O3,-H,on
47251,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C13H20O3,-H,on
47254,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H20O4,-H,on
47255,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C14H28O2,-H,on
47260,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C14H20O3,-H,on
47261,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C15H24O2,-H,on
47263,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C16H32O,-H,on
47265,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C6H11O8P,-H,on
47266,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C15H30O2,-H,on
47267,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H20O5,-H,off
47268,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C16H32O2,-H,on
47269,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C17H34O,-H,on
47270,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C16H30O2,-H,on
47271,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C16H26O2,-H,on
47272,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C15H22O3,-H,on
47273,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C6H14NO7P,-H,on
47274,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C14H20O4,-H,on
47275,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C16H22O3,-H,on
47276,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C12H22O6,-H,off
47277,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H30O,-H,on
47278,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C15H20O4,-H,on
47279,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C16H24O3,-H,on
47280,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H34O,-H,on
47281,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C10H12N4O5,-H,on
47282,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C17H32O2,-H,on
47284,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C19H28O,-H,on
47285,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C16H30O3,-H,on
47286,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H36O,-H,on
47291,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C27H48O3,-H,on
47292,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C21H41O6P,-H,on
47293,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C27H46O3,-H,on
47294,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C22H36O5,+Cl,on
47295,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C27H44O3,-H,on
47296,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C21H39O6P,-H,on
47297,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C22H38O5,+Cl,on
47298,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C27H44O2,-H,on
47299,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C22H40O4,+Cl,on
47300,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C19H39O7P,-H,on
47301,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C27H42O3,-H,on
47302,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C26H52O2,-H,on
47303,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C26H50O2,-H,on
47304,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C19H39O6P,-H,on
47305,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C20H36O5,+Cl,on
47306,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C27H42O,-H,on
47308,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C26H42O2,-H,on
47309,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C19H37O6P,-H,on
47310,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H38NO5P,-H,on
47311,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C22H30O5,-H,on
47312,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C20H22O7,-H,off
47313,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C24H48O2,-H,on
47315,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C20H36O2,-H,on
47316,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C20H38O2,-H,on
47321,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C19H36O2,-H,on
47323,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H30O3,-H,on
47324,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C15H32NO2,+Cl,on
47330,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H32O2,-H,on
47331,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H35NO,-H,on
47332,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H34O2,-H,on
47333,2016-12-13_13h48m21s,ICL//LNTO22_1_3,C18H36O2,-H,on
47334,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C54H101NO13,-H,on
47341,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C46H87NO13,+Cl,on
47342,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C47H83O13P,-H,on
47343,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C47H81O13P,-H,on
47347,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C45H83O13P,-H,on
47369,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C46H93N2O6P,-H,on
47370,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C48H91NO8,-H,on
47381,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C42H80NO10P,-H,on
47382,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C42H78NO10P,-H,on
47389,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C42H79O10P,-H,on
47390,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C42H77O10P,-H,on
47391,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C43H82NO8P,-H,on
47393,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C43H80NO8P,-H,on
47395,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C42H75O10P,-H,on
47396,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C43H78NO8P,-H,on
47397,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C43H76NO8P,-H,on
47400,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C40H80N2O6P,+Cl,on
47402,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C43H80NO7P,-H,on
47404,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C43H78NO7P,-H,on
47407,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C43H76NO7P,-H,on
47409,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C40H77O10P,-H,on
47415,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C41H80NO8P,-H,on
47420,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C39H79N2O6P,+Cl,on
47423,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C41H82NO7P,-H,on
47427,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C41H80NO7P,-H,on
47429,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C41H74NO7P,-H,on
47430,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C39H78NO8P,-H,on
47433,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C39H75O8P,-H,on
47434,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C39H78NO7P,-H,on
47436,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C39H73O8P,-H,on
47437,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C40H77NO8,-H,on
47441,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C42H81NO3,-H,on
47447,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C42H83NO3,-H,on
47455,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C27H53O12P,-H,on
47460,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C36H71NO3,-H,on
47462,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C36H69NO3,-H,on
47466,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C34H67NO3,-H,on
47472,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C21H44NO6P,-H,on
47473,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C22H43NO5,+Cl,on
47474,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C21H43O7P,-H,on
47478,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C21H41O6P,-H,on
47480,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C28H42O2,-H,off
47481,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C8H8O3S,-H,off
47482,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C14H22O,-H,off
47483,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C14H22O2,-H,off
47484,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C10H8N2O2,+Cl,off
47485,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C14H28O2,-H,off
47486,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C13H18O2,-H,off
47487,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C12H24O2,-H,off
47489,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C15H22O2,-H,off
47490,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C10H19NO3,+Cl,off
47497,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C18H32O2,-H,on
47500,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C16H32O2,-H,on
47501,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C18H34O2,-H,on
47502,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C15H20O3,+Cl,off
47503,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C18H36O2,-H,on
47507,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C20H32O2,-H,on
47508,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C20H34O2,-H,on
47512,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C17H28O3S,-H,off
47516,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C18H30O3S,-H,off
47519,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C22H34O2,-H,on
47520,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C22H36O2,-H,on
47528,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C22H29O3,-H,off
47529,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C18H30O6,-H,off
47530,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C22H44O2,-H,on
47531,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C24H46O2,-H,on
47532,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C24H48O2,-H,on
47533,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C27H44O3,-H,on
47534,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C26H50O2,-H,on
47535,2016-12-13_13h51m34s,ICL//LNTO30_16_1,C26H52O2,-H,on
47537,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C6H15NO2Si,+Na,on
47538,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C7H6O4,+H,off
47539,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H7NO,+Na,on
47540,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C3H10NO4P,+H,on
47541,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C5H11NO2,+K,on
47546,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C44H61N7O11,+H,on
47547,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C44H61N7O11,+Na,on
47548,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C62H112O6,+K,on
47551,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C45H83N3O15P2,+Na,on
47553,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C43H69NO14,+Na,on
47556,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C44H69NO12,+K,on
47557,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C47H93N2O7P,+Na,on
47558,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C42H81NO11S,+Na,on
47559,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C46H76NO8P,+Na,on
47560,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C44H69NO12,+Na,on
47562,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C42H79NO13,+Na,on
47563,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C42H65N7O9,+H,on
47564,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C45H93N2O6P,+Na,off
47567,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C44H69NO12,+H,on
47571,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C44H72NO8P,+Na,on
47574,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C45H79O8P,+Na,on
47576,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C42H86NO7P,+K,off
47578,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C42H82NO8P,+Na,off
47579,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C42H82NO7P,+Na,on
47581,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C40H77NO11S,+H,on
47582,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C42H80NO7P,+K,on
47586,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C41H83N2O6P,+Na,on
47588,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C40H66O12,+H,on
47589,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C37H70O12S,+H,on
47590,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C41H71O8P,+Na,on
47591,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C37H70NO10P,+H,off
47594,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C39H69O8P,+H,off
47597,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C40H66O5,+K,off
47599,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C39H64O5,+K,off
47600,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C30H28O13S,+Na,off
47601,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C26H26O18,+Na,off
47602,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H46N6O13,+Na,off
47603,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C28H33O14,+Na,on
47604,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C27H32O15,+Na,on
47606,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C27H26O15,+K,off
47610,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C29H57O8P,+K,off
47611,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C30H46NO7P,+Na,on
47612,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C29H39N5O8,+H,on
47614,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C37H68O4,+Na,on
47615,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C22H22N6O7S2,+K,off
47617,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C37H68O4,+H,on
47622,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C37H66O4,+H,on
47627,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C26H50NO7P,+K,on
47629,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H14N2O10S3,+Na,off
47633,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C35H66O4,+H,on
47636,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H22O13,+K,off
47639,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C28H50NO7P,+H,on
47643,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H14N2O10S3,+H,off
47647,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C25H41O7P,+K,on
47660,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C24H50NO6P,+Na,on
47661,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C26H52NO6P,+H,on
47662,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C25H41O7P,+Na,on
47663,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C25H44NO7P,+H,off
47664,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H46NO7P,+Na,off
47665,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C22H21Cl3N4O,+K,off
47666,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H18N6O5S2,+K,off
47671,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H20O13,+K,off
47672,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C21H16O12,+Na,off
47673,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H22N2O10S4,+H,off
47674,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H48NO7P,+H,off
47675,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C30H34O5,+H,off
47676,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H44NO7P,+H,off
47677,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H46NO7P,+H,off
47678,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C25H47NO5,+K,off
47680,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C16H20N2O9S2,+Na,off
47682,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H20O12,+K,off
47689,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C21H14O10,+Na,off
47691,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C17H14O11,+K,off
47693,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H18N5O8P,+K,off
47695,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C21H16O10,+H,off
47697,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H16N5O8P,+K,off
47701,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C21H14O10,+H,off
47703,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H18NO10S2,+H,off
47704,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H18N4O7P2S,+H,off
47706,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C22H27FN4O2,+Na,off
47707,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C19H35NO6,+K,off
47710,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C26H28O5,+H,off
47711,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H15N5O9P2,+H,off
47712,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C21H14O9,+H,off
47713,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H14N4O6S2,+H,off
47714,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H19NO9S2,+H,off
47715,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H18O13,+K,off
47716,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H14N2O6S,+Na,off
47717,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C16H18O9S,+Na,off
47720,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H19NO7,+K,off
47721,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H15O9,+H,off
47723,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C19H25NO8,+H,on
47724,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H24O6,+H,on
47727,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H16O9S,+Na,off
47730,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C16H18O8S,+Na,off
47731,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H12O9S,+Na,off
47732,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H13O9S,+Na,off
47733,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H14O9S,+Na,off
47737,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H20N2O2S,+H,off
47738,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C17H22N2O7,+Na,off
47740,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H14O8,+H,off
47742,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C18H17NO6,+K,off
47743,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H14O8S,+Na,off
47744,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C17H16O8S,+H,off
47753,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H14O7,+H,off
47754,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C17H15NO6,+K,off
47755,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H14O8S,+Na,off
47763,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H14NO4,+Na,off
47764,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C19H14O7,+H,off
47765,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C17H17NO5,+K,off
47766,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C19H12O7,+H,off
47780,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H10O8,+K,off
47782,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C23H30O2,+H,off
47783,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H29FO3,+H,off
47784,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C19H12O6,+H,off
47785,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H15NO8,+H,off
47786,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H10O7S,+H,off
47787,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C21H36O3,+H,on
47790,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H15NO9S2,+H,off
47791,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C10H14O10,+K,off
47792,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H9ClF2N2O2,+Na,off
47793,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H13N3O4S,+K,off
47795,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H15O2PS2,+Na,off
47796,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C13H14N2O2S2,+K,off
47797,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C8H13N3O7P,+K,off
47798,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H5F6NO2,+Na,off
47799,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C19H32O2,+K,on
47803,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H12O5S,+K,on
47805,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C9H13N2O8P,+Na,off
47806,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H11F3N2O4,+K,off
47807,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C20H27NO3,+H,off
47808,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C5H15N3O8P2,+Na,off
47810,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C15H15ClN2S,+K,off
47813,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H14O7S,+K,off
47814,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C14H10O8,+Na,off
47818,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C12H14N4O2S,+K,off
47827,2017-07-11_09h03m42s,slide012_animal102_minipig_kidney- total ion count,C11H12O8,+K,off
